Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
d71ddf46617a37b0da4a69b7e3e633b5,Emeryville,California,No,946
8140555c532ecc0ecb45445ce6da4c6f,Glendale,Arizona,No,853
b2029a643f70a41488f7e8a63661d4c6,Brooklyn,New York,Yes,112
e15d6a70d77af153771160d8a74f0ed9,Larkspur,California,No,949
78a2caa4de0f182c3d762eda540019d9,Meridian,Idaho,No,836
818ff11602aca92ba17f206cb3a37bdf,Jackson,New Jersey,No,085
edffe69a6c823e2561c89458a04fc3a2,New York,New York,No,100
66462df09a5350d628244a2eb20df9f1,San Ramon,California,No,945
57fdcf043359ae9fb4c367d99d40886f,Nashville,Tennessee,No,372
3aabeb2b3e1f47d8ca0a16b41183810f,Lake Villa,Illinois,No,600
352b0175da01f7d109cc877a8ec1620c,Saint Petersburg,Florida,No,337
4a20b3ff5c22a31e936822b374f29aab,,Nevada,No,
5bbef62e86bb5ccaac19ce995a721c2f,Beavercreek,Oregon,Yes,970
7c0260c5438ecf050125e19b105119c6,Washington,District of Columbia,No,200
1be588966bbde25df9c741b8baf3765d,Louisville,Kentucky,No,402
c631652bd028489a71727248f8b8feaa,Glendale,California,No,912
757b899340e2e533c5f1c4a2911302f6,Bethel,Ohio,No,451
bd0dc98434c7446c9dd4ffcf4bd83aa9,,Oregon,No,970
7a071ee9ecd50447c03a944d8dd6a2dc,Fairbanks,Alaska,No,997
6ca557dfe1b7cfb500ed94cc1390c878,Lindenhurst,New York,No,117
298edcd65163cf67077100622f6757de,,Colorado,No,
f7c3a4ce9ae2c7bde380b494f3c39eac,Westerville,Ohio,No,430
85b8e3434d4531be5553621560c63b1f,Newtonville,Massachusetts,Yes,024
180b8ccd87a67b0d14a6e1a171017c0b,Memphis,Tennessee,No,381
d25094339f561f684d6a1b01e9ae646e,Fortville,Indiana,No,460
cdc3a06b285b444841b1e867d9e6d70c,Santa Clarita,California,No,913
00f5eb66ecdd05b649959a188bed39c3,San Ramon,California,No,945
4e08bd612a8fcff2010f05d353bd0d76,,Georgia,No,
81f232833cb7940f5d36796a0b022c87,,Hawaii,No,
723022d1d66a38024dca736295acc97a,Atascadero,California,No,934
2b94b799d49d2fc1632cd65233298c2f,Whitestone,New York,No,113
42e97af0adbfcf2f27c894137bbe4065,East Haven,Connecticut,No,065
b915046fceea92852dccef63a40443a6,Euless,Texas,No,760
96e1b071a46436c743ea4ddc7913a899,Kirkland,Washington,Yes,980
2c228981477dfd7043c4c51d28579b54,Kansas City,Missouri,No,641
56d4dedebe9da6f1341942af927a3a50,,Washington,No,
293abe75eb48c3d07b401680b32655fb,,Missouri,Yes,
38b3020ab678529b76e03a46e3eac5e6,White Oak,Texas,No,756
6bb881f8c9edfe5043febb808d8ad9ea,Chesapeake,Virginia,No,233
2c6c31f714f8e8a59e34b9d8b58f719c,Lafayette,Louisiana,No,705
3a9d1e89ae247b31d1e972a5085ccd19,Alta Loma,California,No,917
8cf828b994f208ad9e3cf73777a94dbb,New London,Connecticut,No,063
d2bdfd4273f68fc82ff00ed997ce3d1e,Woodland Hills,California,Yes,913
adac251e8e74511d215f6dbaeb9ed30a,Salisbury,Maryland,No,218
4f564ca3b55d3e77ac19e380eb33cc1e,Minerva,Ohio,No,446
c01ec57fb641cb71b84ffd0c15ff5f28,Tallahassee,Florida,Yes,323
c701c6ac5992e7327c0d9666fa73bee5,Danville,Indiana,No,461
e7a2c97c02b3b1e048743501fef68167,Sumner,Washington,No,983
802c332d66d7b5b408c2720c1333d460,New York,New York,No,100
490b36a60da02b6bfa6da2e909326ad5,Providence,Rhode Island,No,029
41e43204138d327455d8453bed91603a,Post Falls,Idaho,No,838
b8a89e7f39c83fe4f7cf4a4d404b9595,Boston,Massachusetts,No,021
0b093226b2d7f90f9f649acceabde8ee,Dearborn,Michigan,No,481
69d9e154da42e869f7ad51de027ce7b4,,other,No,096
930851b05df9a61dbcc9183ace3a203f,Chattanooga,Tennessee,No,374
9f59580f394ebf5e3cfb9187211f2e22,Diamond Bar,California,No,917
5dd1eedef4c6ce3e8d64881e17ad3687,Clermont,Florida,No,347
220cd494c9dda4a4aafa5083e16c889f,Philadelphia,Pennsylvania,No,191
a3fd3f309f7b27cc05b3efc2807246b1,Rockdale,Texas,No,765
8f5ce183947e6d0b7550bf8cf23c7b82,Dublin,District of Columbia,No,945
373129d87232cf713a1acfd4083454bf,Seattle,Washington,No,981
f17be8b9d99d7c47c99d5540e4715e6f,Saint Louis,Missouri,No,631
1c60d3e88a0c0db2eb2526ec9133499f,Morrisville,North Carolina,No,275
f10c4fa8572297babcf02562cae27016,Brookline,Massachusetts,No,024
1593795ca225d887ab241bc4a96f8482,Henderson,Nevada,No,890
04976527dfeb911cc84abc34c196273e,Seattle,Washington,No,981
319bcb5ec4ee88a170aed7d9a42b0c7d,Staten Island,New York,No,103
450eb6cd45868447a70ac10661113e00,Jackson,Michigan,No,492
8408f1be9f7256f169225f8a4047aa1a,Peoria,Arizona,No,853
7a285b9a6f34d9d9f54c63a6e2afb93a,Brooklyn,New York,Yes,112
ab14c1ecbea4c0f107cdeb23b91913bd,Centreville,Virginia,No,201
0ed33fa462d89bc13c66bc006b86f427,Canby,Oregon,No,970
5a2e359a87d0f2cd4a9e37cf8af6493d,Scottsdale,Arizona,No,852
19e31cd4c41127d0c34a9b3d6af41609,Wrentham,Massachusetts,No,020
b8b9a077b2399e940134cde11319aeb7,Stockbridge,Georgia,No,302
2e011c0d89e3c4b3ffed62b6189fcc91,Roslindale,Massachusetts,No,021
77b9f1f6e2a601cdd0df3be219a5eda8,Denver,Colorado,No,802
ab74ff3fe35f37d2945207d88ca8f002,Colorado Springs,Colorado,No,809
f2d12184c8f4e161b7dd77732a8f4d27,Staten Island,New York,No,103
84effb8e79c9cc6bc40d71b772f03423,Cresco,Iowa,No,521
915249b7470f512470b1cb53d3522f21,Washington,District of Columbia,Yes,200
481232378c1e3d61ffbf3b0ce8521ec6,Mount Angel,Oregon,No,973
0489eb6f6fb60350440768a8fa5a7cb2,Chadds Ford,Pennsylvania,No,193
7b15321b5af2139ccdeaf6734e422c39,Gaithersburg,Maryland,No,208
7165c70aaf42f97d7c7ae92c8ec336f4,Roscoe,Illinois,No,610
4872cbf92837c4df4a7f91cbd42c9045,Sparta,Wisconsin,No,546
2a3e2f893294d948e2e4e14942ffe13d,West Palm Beach,Florida,No,334
43ffa230566c3ef4f4e30da39eef4ea5,Oviedo,Florida,No,327
636aaf28fd4907b20b6b06b58a223230,Raleigh,North Carolina,No,276
4b79880c7069315b88cc9b039bdcf3bf,Hemlock,Michigan,No,486
fcc247763b667b73bd0628ae398ffec3,,California,No,
234e1c354e9015b3055f7eaaa685168e,Novato,California,No,949
48ed92aa1bef42c4eb5fedb4468cf566,,other,No,
bdca2abcc4b9e9479b63d0bbf3793af8,Atlanta,Georgia,No,303
dfc5718c2864d41f08b544676016af68,Ashland,Massachusetts,No,017
cbb3628e3b16a1c54549f13b87581a1b,,California,No,936
b047796bc07cd932562b04751a2a47ad,Carrollton,Kentucky,No,410
516629e8866a786ed0be54c28ba64ba3,Charleston,South Carolina,No,294
df23aa21b198297f5c5ca266e4fb4c1d,Olney,Maryland,No,208
d5d572200bd8848e8647c902f73b0f4a,,Massachusetts,No,
88f954f960e3f61ffc86e35cc3730e9a,Cedar Springs,Michigan,No,493
79c2a4d51b61a95ae3d567d78d8473f3,,other,No,
98f9e696cc7c8db8277a19eb3e219d58,Buckeye Lake,Ohio,No,430
f0dd0c0922fdf2e6f959b7d0c43cec11,Glendale,California,No,912
16a9158ae440705ca92eee38148d65b1,Woodward,Oklahoma,Yes,738
14d668c8fb72d5eb76574c190e25eeb7,Benton,Kentucky,No,420
58add4d1a2b56ca9a156d916f37a352a,Severn,Maryland,No,211
fd94bacfe365b6b09090ce63452d9557,Chesapeake,Virginia,No,233.0
2981114052599549ac4087a03cb347f5,,Tennessee,No,
aeef05c3f0474a73c9652316e9acd3a8,Attica,Indiana,No,479
2489a0e25b8fdfbe2655c33115cf44af,Johnson,New York,Yes,109
b456a7c8514648349651c9b9dd1be8fe,Delano,Minnesota,No,553
6b5b3621bb295139aea3437e1200d71b,,Illinois,No,
e8e1b53967b74d19ebf9c5fc72bf9fc8,Sidney,Nebraska,No,691
f4e99110513262e719ae10a3002a00c5,Charleston,South Carolina,Yes,294
ec208b6f7336c5ee57edc3c35d03b5c3,Pulaski,Pennsylvania,No,161
9341a5e31ba522bb1b0ae54bfdf78da1,Fort Lauderdale,Florida,No,333
bc150ef7a6db9bc183f03fe1275d8abf,North Babylon,New York,No,117
c7813e948aef123b0b0d38d1f409d652,Romeo,Michigan,No,480
c66ba2faae56e35499e4256b77057670,Philadelphia,Pennsylvania,No,191
e01260fe68769f8941749c93088380de,Chico,California,No,959
14faa4eb296cb73b0b4480c2b838daa2,Chicago,Illinois,No,606
6cda72d75a230c26995c7638900cb204,Columbus,Georgia,No,319
75e12c2acec963eb20a26a21a35b1e84,,other,No,
b9d1f2fa7a9541fc923c69a004e14f9e,Chicago,Illinois,No,606
eaece6e7be2c74958801bc61f65601aa,Pittsfield,Massachusetts,No,012
a245b926e7137f880d16247b24e599b5,Herndon,Virginia,No,201
b004ac2898f91c8360960bbe65ebbfda,Newnan,Georgia,No,302
f50da492f0b32f7a1d4ac94eccf0d2cc,Liberty,South Carolina,No,296
6957b57e09c9b913b3738835e175b571,Philadelphia,Pennsylvania,No,191
300e46fbca7e2765601f2fac57f1b0e9,,other,No,
3f33a6b35cd8525109bb41bf5513c8eb,,other,No,115
b46a98c1938f70c76b040f7caad56462,Mobile,Alabama,No,366
932ced93166283bc0c99a587cb9b0acb,Brooklyn,New York,Yes,112
82e31350a3a085ca21297481ac85a8a1,Fremont,California,No,945
5f5fc9f4a89d1ad34c77b52b1c4698ba,Oregon,Ohio,No,436
62f14a568733782bbc7604a5aff8865e,Needham,Massachusetts,No,024
005b1a62013e6fd59c43d60f2cb11e73,Hialeah,Florida,Yes,330
17bbf7b40a5dc39751985af44318f006,Sequim,Washington,No,983
bf1f0e8d557ccd267afc69515b4e9c32,,Tennessee,No,379
7e90ca04824519a34536f480d184d429,Houston,Texas,No,770
9b158519b7f6df95731bed8607e8d07b,Chico,California,No,959
defa58e9fd21b6c58a95f314a5e09b1d,Houston,Texas,No,770
7080696cf9451815361629f2922b08e4,Kirkland,Washington,No,980
e9ecb4b1b395831e93b9e0be182b989c,Spring Valley,New Jersey,No,109
f10938dce9d750c4f5b02f374a87a1e0,,other,No,
9693ff6accbf72290f0c6f6ef38b768a,Houston,Texas,No,770
af6f4e83ba986f3c458c0f8776fdf1bd,Charles Town,West Virginia,No,254
533c788e8303d716d5394c52de65ae89,Clinchco,Virginia,Yes,242
08710bcab76624f150f72f1c8c725166,New York,New York,No,100
d5af6df24fcfbe3b4b535989ebce72f3,Gotha,Florida,No,347
774be99513cc801107c79f1525ef4b4b,Chicago,Illinois,No,606
15bfe31d30d6a731891df7daf2da1b3d,Arkadelphia,Arkansas,No,719
e064675ba09113fa3e13279b61070ca0,Los Angeles,Colorado,No,900
322c294c0150e7f34fbdf5f59ce750a9,Sicklerville,New Jersey,No,080
aea16caa65e63d8e56109a703a292339,,Arizona,No,851
fc85993051a57698f05709f6512c4410,Oviedo,Florida,No,327
96ce089afbeb3273b7a2a9acadf8e804,Ojai,California,No,930
f55c20d518f74263b0bc37b23fabd1bd,Macomb,Michigan,No,480
45c34f3fb64f2d8efa25c21c80e24a53,Livonia,Michigan,No,481
9bb40567f41492ce1490f33ae2688639,,South Carolina,No,
a7c6d1207714fc005cf18c3ee9949f08,Greenwich,Connecticut,No,068
ee6435eae9c5cd803748033d43630e90,Union City,New Jersey,No,070
6c4ac2509abe2f3dc120251ab6650e4c,Cherry Hill,New Jersey,No,080
00bb5be5cc21b81ff4cb26081322f87e,New York,New York,No,100
9b07658fd2f68b28e77c992c3ccb8ea5,Randolph,New Jersey,No,078
8c9f289c65323c7e364a0d652b0fd158,Pacoima,California,No,913
f3138710563ab1df2c98c556914da4ad,Michigan City,Indiana,No,463
8108094004db498be9160096f1680b76,Springfield,Illinois,No,627
2a4149c9216da99a046f257526731b0f,Tampa,Florida,No,336
a1ca38d287569960c2615eea6761efbb,Sunnyvale,California,No,940
c9211b0d96fd31a528c0984f33aef76e,Orlando,Florida,No,328
c86be2c072551036dc39ba5263c4e0ad,Duncanville,Texas,No,751
3bd5e519f25067a938ad2a17c12724dc,Vero Beach,Florida,No,329
5487e7f951ca22f64542278e111426f6,Greer,South Carolina,No,296
83f4e3f1d37aad265db111479bcae03c,,Louisiana,No,
26970c3f429b8c7a8dd9eae825a9230e,Hilo,Hawaii,No,967
9a588900753fd37ea44856315da40c78,Neptune Beach,Florida,No,322
091f4a6d60a012269de4ff512ac6d9b6,Debary,Florida,No,327
62e896684a208957a122f9ba0d74d823,Orlando,Florida,No,328
782d5dd7e4dc0f9048391e98891f3ace,Roselle Park,New Jersey,No,072
7155f81f4f6f1435ad093e8f1b4c4f6c,Clemson,South Carolina,No,296
e3b9598679bff9a2efdf7f5f942c6ecc,Muskegon,Michigan,No,494
a48840b63bcef9d4469dd6d1072055d0,Palos Verdes Peninsula,California,No,902
f389cdebba8173dca78d86688f4d0f3e,Brookline,New Hampshire,No,030
64f68224537516398f9ec2058990cfaf,Kaukauna,Wisconsin,No,541
6b7268f57fd6986e0c697dcfbcaa1b96,Jonesboro,Arkansas,No,724
557d84aa82dae153903be8f44e247250,Worland,Wyoming,No,824
88104dc3fc2ccaf64b45d9dfb548c957,Merritt Island,Florida,No,329
189428b651d52b6c52224971599d5662,Greenville,North Carolina,No,278
bcc3254ad6d819b43670a5f25c6d4c50,Northport,Alabama,No,354
698a5a592b257911ddd26e52af239ba5,,other,No,
b9d3ef115449f2c7c6b2ffe5e79414ef,Wheeler,Oregon,No,971
97ffd458b2bda7274ef6fa6c149ee938,Abita Springs,Louisiana,Yes,704
b328cfc8bd45de4e6e2a2e17abc8c363,,Connecticut,No,060
4f760020ce933be89dc7d80947d3fcc9,Newark,Delaware,No,197
7d4649a74dfb79b0e8d83531fc620b46,Park Ridge,Illinois,No,600
82d8eba3c3c64473251df1ac753c12b1,Upper Marlboro,Maryland,No,207
598b9c405b444f02d1b7e2417a1220ba,Manhattan,Kansas,No,665
f2ec55d376ea49899a4df589d1cbe208,Long Beach,California,No,908
1f8897db82cc25d7f5579d91db70e302,Rancho Santa Margarita,California,No,926
d6c1a123cf1009cbb16e0316c232944d,Cincinnati,Ohio,No,452
78f2aae4bfa821e81ea88ecd086889c9,Atlanta,Georgia,No,303
555f7c6030728adc54b19328f4a16315,Salem,Oregon,No,973
a4f9537c5e49661a86b613c34a0db2e1,Bowling Green,Ohio,No,434
2b28200c90d67a6865ebc60d3f785427,Sun City Center,Florida,No,335
f1cf5f3564f1b738b4b37376e20b4e17,Northbrook,Illinois,No,600
7ff06c3d34164840d5ef9c290cc82b90,Gainesville,Virginia,No,201
1688382f5449ae490371fe7ef878a000,Belle,West Virginia,No,250
72d45e9aa85dd9957b4ae22bc636a9fe,Trumbull,Connecticut,No,066
d8311c05795f6876b0a32d9c5a02e7f3,Naples,Florida,No,341
eda52d6ce0a37efde16e826f919374e1,San Jose,California,No,951
d815a3a0bb12ae36093093d48b4350f3,Charlotte,North Carolina,No,282
db9998f75f1e06439887bfb563d6df1a,Brunswick,Georgia,No,315
d9a5fc0931d1ed5cf23054908395cbed,,other,No,
702436dcb3de55eb1395ac718587fd1a,,other,Yes,
f46656cf3eab90ef56c8cabb44fdcede,Broomfield,Colorado,No,800
03078759c8baf23d18c538e11f28c887,Minneapolis,Minnesota,No,554
19b3d2319d64bea2a8a1c508e2069052,Naples,Florida,No,341
de50a05246a80bbc54788276b123b046,,Tennessee,No,
543faa48e0500c9ffed1cafa46844e73,,New Jersey,No,073
b6fa979455543fc5be8147414f6b821c,,District of Columbia,No,
19658147e38b4fbb786e25f2fd63a823,Long Branch,New Jersey,No,077
0d2744adbd7c7eee97843f003f7555b0,Kenosha,Wisconsin,Yes,531
8311c846d79738ba431e2e2c10289e9c,Thousand Oaks,California,No,913
a062285871dfb8367fce3e17f5bd5c3b,Mitchell,Indiana,No,474
49d7500c95c6d37e55f3fe49fae9b66b,Crozet,Virginia,No,229
65a58b9c251388389a5aa3e0cbba2046,Charlotte,North Carolina,No,282
2ea094a17fb896b874b66a1fc83133cc,Payson,Utah,No,846
cbeb4ff9443e20d6f63be6d38c969f83,Albany,New York,No,122
38daa72469c72402cd9a03ee6f9d114d,Las Vegas,Nevada,Yes,891
100749db55c7b63c2a1103d8f714ce11,Nevada City,California,No,959
eb98f3e7d26c91d8473cc16d9dd0c01a,Boca Raton,Florida,No,334
6cd81f2d3d821d2283e85e53be060409,Livingston,Alabama,Yes,354
4bc32dc66ea0b1ce28c55d3e70c00703,Alexandria,Virginia,No,223
97876a8e8e14b4ba7dd844db5ed699f6,Astoria,New York,No,111
eee50fd88964dd451d71aba8433ce998,Ocala,Florida,No,344
acef5dc01c68129afea5d6ab706d9b0f,Ridgeland,Mississippi,No,391
4fa3a24ba6306563d136a0230147098b,Lakeland,Florida,No,338
9ec378f2967ccd59bd439ca90512d5f9,Folcroft,Pennsylvania,No,190
1438685e74446518da5923e33a8c9a3e,Staten Island,New York,No,103
420004bdad3c7375898075f74d985ca4,,other,No,
d130066d9e990c764bcc81559324a4c6,Southern Pines,North Carolina,No,283
3d6f0718dc8a730a495a4a41a955cfc9,Laredo,Texas,No,780
8e3c7559472520434f43edf16e45f2af,Nanuet,New York,No,109
76caacbc57b9e58dbe35c8454fbfc999,,Texas,No,
0f0b42c43cf54bd42a5c4b428b8a8244,Santa Fe,New Mexico,No,875
2afd8e24559e860eb3b6b05d17405237,Peru,Indiana,No,469
13aa0ed197c6fd910e45e0d59d098d14,Atlanta,Georgia,No,303
1375ad1ee194ebef0bb7da33eaee022c,Winter Park,Florida,No,327
f0d294d6345a3cecea2041d3826748a8,Cliffside Park,New Jersey,No,070
169e6a9a8b2a91afbc50d5f339c38d55,Sun City West,Arizona,No,853
12b9bb24ab3b1fa550c3ab7f874dc12e,Detroit,Michigan,No,482
6fba261541ba75885629db2720e40158,Canton,Ohio,No,447
5e8da9e9224f1694e009b600d126b825,,North Carolina,No,283
8230b56ce98505f119933147ef47ba0b,San Marcos,Texas,No,786
14306ade9ebe0ed2c273b1a4c3901f81,Riverdale,Illinois,Yes,608
82b32e94b7837e1bd11bfd9a97c0a6b6,Delray Beach,Florida,No,334
545acbd83a1c77845bae54bab766560a,Leominster,Massachusetts,No,014
ab627f18d855e6f4332de71455d828b3,Williamsburg,Virginia,No,231
23496dd632522d2baf17f723018162b6,Denver,Colorado,No,802
8285713d8932499b028d9aa048984e28,Chico,California,No,959
e0b1f80f1db3c3dfa859226eb84a89fc,New York,New York,No,100
1f213964e8bf5cf47d5f494f8f85581d,O Fallon,Missouri,No,633
e7987f86de2dc287694e1b9bd092cd24,,other,No,
4ae5d309ad936c0bd7d29b51388a0104,Hollywood,Florida,No,330
ef6075e029f0432a20fd446aea99f3f4,Moorpark,California,No,930
f73af748f28dab3c78541f46d0311c4d,Carteret,New Jersey,No,070
9085ddcb596574955b8d221eb2a69426,Littleton,Colorado,No,801
523799ef28f6d6bc268ff36cd0248d84,Atlanta,Georgia,No,303
def1e998c3c8fddfe519267824cced63,Johnstown,Ohio,No,430
d35b173585fc4e4f039e4579b05c5eeb,Philadelphia,Pennsylvania,No,191
d1002f5e3bccabef5b5549cd569d0040,,Arizona,No,851
819d3a1807e0b77798a2918d01a5f0ec,Keller,Texas,No,762
67ba2a810678da2bdc5fde68f9997f16,Verona,New Jersey,No,070
55309debdefc1daca47b476ae4e60cfc,,Hawaii,No,
eb81d284d28c43f10224251ec3cf77f1,Flintville,Tennessee,No,373
16546f4eef83b08938b6f5d97c9b3d36,Ridgefield,Washington,No,986
d5f9f46f6ab3d7dde1aecd0ef7ccc4d2,Warren,Illinois,No,610
236ea24a00bc366b6bdf23b60ff8a431,Grants Pass,Oregon,No,975
03f4f756c6d24443a5e29f11ffc8c6ea,Charlotte,North Carolina,No,282
023674b7b511ebfce72b7d811ab4c8ea,Richmond,Virginia,No,232
59bcdcdaa37323fa2bcff7df0995d5e8,Stoughton,Wisconsin,No,535
db4cb2047f2daf684f414c98bf8e2588,Vero Beach,Florida,No,329
51d70d9ef0c7af27f4a76faf3370e06b,Murphysboro,Illinois,No,629
8bcf32a81c2d524da9f904cbf785f6bf,,North Carolina,No,
496aed8c0ebd6e62cb3e1c2ff638310f,Oakland,California,No,946
16aecea0e1948b481602408d0bff000c,Addison,Illinois,No,601
24f6b38849d07ffee85f1b6b4a346fcd,Loveland,Ohio,No,451
cb4df492ed9fbcd9b1c8abc97bda3687,Rittman,Ohio,No,442
514f91f9f7dd06fee4840eb10c3970e7,Fayetteville,Arkansas,No,727
86d0acee854e8467c106e01afd687d78,Kansas City,Missouri,No,641
f33ea73b21d9ce810bd2e9d213f36fc0,Tempe,Arizona,Yes,852
26a2548ba0481752dbb63fbac0c85bba,Huntley,Illinois,No,601
626732a37c082ea0dd97e4ff8c7395d7,Sussex,Wisconsin,No,530
4701c63d42a5bb45fc749c69d6ec33e6,Grand Prairie,Texas,Yes,750
e3a0da8972d0fb9f49a7bb9952fe543f,,Mississippi,Yes,
2122866bb804ead870cde2a4db309b81,Port Charlotte,Florida,Yes,339
6c82794610d111dd937c685f4df54b7a,Manistique,Michigan,No,498
8b71a0f4f81b0527cdc419c4b9d99e5c,Huntsville,Alabama,No,358
7a6513748cffac0d42e20c673cbee25c,Chicago,Illinois,Yes,606
667d234460b7eae873c2485d998a4411,,other,No,
dba41a8d73756adfdb81eb6cb9df9f81,Philadelphia,other,No,191
49be32ce41f46447365fcc1f05347e5e,Decatur,Alabama,No,356
fb441c850d90041da310ea7c3739db8a,,other,No,097
163765f3fc7b337d210991abb3410889,Troutdale,Oregon,Yes,970
9e1cbd0c6464cd25ac5feb0a29b5b715,Butte,Colorado,No,597
ad26840f8bf4cf587b61b677eb7ffefa,Raleigh,North Carolina,No,276
b39163ad8b306bcd55515b9be2f144bb,Media,Pennsylvania,No,190
42d6d84efa3005ed3091ac8ab37de2bf,,North Carolina,No,
079522adf393b5832427db28bcfaec1e,,Florida,No,
23938452480720063de570b7e7fb3ab9,San Francisco,California,No,941
62ff640a83f0ce6502dae9695697528b,New Orleans,Louisiana,No,701
b96bc97750cfe327c30ae067d4ed505d,Albuquerque,New Mexico,No,871
e8febb2e4b8ca9d9ce1162907ab6024b,Alpine,California,No,919
1aada2432fc01ae4eec8bea0f0bebc37,Omaha,Nebraska,No,681
d8eefef3b521c12a06d24e90146d4054,Chester,New Jersey,No,079
360e88fba35277e685e7656a14827a94,,other,No,
8148a123f9ce62d5240b1a5ce24ccd7a,,Louisiana,No,
b4cb95056878d94b61370e60e476d0d1,Winston Salem,North Carolina,No,271
e510e382025c755e84b3a654d410c678,Oak Park,Illinois,No,603
4f549290a85849d005c591b17da0b409,Waxahachie,Texas,No,751
591ed71ef92f4c34932eada546b03c8c,Coal Valley,Illinois,No,612
aabdd6122d41ebb6562c4d53611dfb2b,Elk River,Minnesota,No,553
2e57701164f2afe890377034ba183067,San Antonio,Texas,No,782
d90540e2c2797d8903d98d2043fb81ef,San Francisco,California,No,941
b34bbfedb44b55756dab21a14968fea5,Centreville,Virginia,Yes,201
11e58f0a39e57e2c1a0617e69b160d2f,Lexington,South Carolina,No,290
111e2a067c67fe261cedffcac49694a4,Corona,California,No,928
fcbfe6bfa34e67d6af5f4c260137dcfc,Brandon,Florida,No,335
c1b3673048ed345af04994aa75709a88,Franklin,Ohio,No,450
76005b28405b8ce9ab27ac2361ac15b7,Indianapolis,Indiana,No,462
852e0785e1e16db1a19f5828c9872e64,Charlotte,North Carolina,No,282
8b7f4c81e51077dbda9da1953905aa2e,Carlsbad,California,No,920
abd0b0e98bb26851ff07b13e1069b007,Hialeah,Florida,No,330
b69da8e60292ab539204673d4ee10c1b,Clayton,California,No,945
03c8076d0dc8ff6cdcdf2f552b460cb1,Birmingham,Alabama,No,352
b9b2f9583ef588c3186314935118c670,Indianapolis,Indiana,No,462
786802f39b62dc06724c000e3004a35b,Folly Beach,South Carolina,No,294
139b46b60dad435fa02818b36349efda,Ann Arbor,Michigan,No,481
fa5d8506dc7d328f3ec6cfd5a620695b,San Francisco,California,No,941
1977c2fdce5a49c2b6d40ada8ba5fe7a,Lubbock,Texas,No,794
e50883f1b15d69674f8cecdb7c0013ce,,other,Yes,
cc3d4aac60a7647eb135ad22b2922ed1,Port Orchard,Washington,No,983
e047b168cc9a3f7129ebbc6ac7f94f63,Castle Dale,Utah,No,845
95acb1dcb432cf7d9de4e6e288a27dc1,Morley,Michigan,No,493
d7fdc24e42ba17e491eef316e98809b7,,other,No,
f0ea482a9ef451d0747a55de88637a1c,Ann Arbor,Michigan,No,481
